target,target_count,target_and_keyphrase_count,keyphrase_count,database_count,p_value,target_and_keyphrase_ratio
U1,3576,67,54549,30028272,7.467082501915663e-44,0.01873601789709172
F11R,54,1,54549,30028272,0.0935188520779582,0.018518518518518517
VIPR1,54,1,54549,30028272,0.0935188520779582,0.018518518518518517
NAAA,108,2,54549,30028272,0.016785996384902867,0.018518518518518517
IFI16,272,5,54549,30028272,0.00015819595961547709,0.01838235294117647
FOXQ1,109,2,54549,30028272,0.01707938294029361,0.01834862385321101
RNF11,55,1,54549,30028272,0.09516555812265103,0.01818181818181818
EFNA1,55,1,54549,30028272,0.09516555812265103,0.01818181818181818
SPOCK1,55,1,54549,30028272,0.09516555812265103,0.01818181818181818
TMEM173,55,1,54549,30028272,0.09516555812265103,0.01818181818181818
CTGF,3591,65,54549,30028272,1.0419919001329676e-41,0.018100807574491784
GPR55,277,5,54549,30028272,0.00017210426521008904,0.018050541516245487
CD28,9814,177,54549,30028272,3.4818665226251266e-110,0.01803545954758508
TET2,1109,20,54549,30028272,6.374856800022544e-14,0.018034265103697024
NLRC4,444,8,54549,30028272,2.0666488482466268e-06,0.018018018018018018
ADORA3,56,1,54549,30028272,0.0968092736153133,0.017857142857142856
EIF2AK2,56,1,54549,30028272,0.0968092736153133,0.017857142857142856
SHROOM3,56,1,54549,30028272,0.0968092736153133,0.017857142857142856
