target,target_count,target_and_keyphrase_count,keyphrase_count,database_count,p_value,target_and_keyphrase_ratio
LAMTOR2,17,1,99703,30028272,0.054970470037919585,0.058823529411764705
P2RY14,17,1,99703,30028272,0.054970470037919585,0.058823529411764705
UGT2B11,17,1,99703,30028272,0.054970470037919585,0.058823529411764705
TSPAN5,17,1,99703,30028272,0.054970470037919585,0.058823529411764705
BYSL,17,1,99703,30028272,0.054970470037919585,0.058823529411764705
CD109,119,7,99703,30028272,1.8002668527967199e-07,0.058823529411764705
STX7,17,1,99703,30028272,0.054970470037919585,0.058823529411764705
VPRBP,52,3,99703,30028272,0.0007162577100153766,0.057692307692307696
TNFRSF9,87,5,99703,30028272,1.1888113312513283e-05,0.05747126436781609
HCLS1,35,2,99703,30028272,0.006098903245509335,0.05714285714285714
FCER1A,71,4,99703,30028272,9.887476975525082e-05,0.056338028169014086
FCGR2A,231,13,99703,30028272,1.847092222606301e-12,0.05627705627705628
TLR10,232,13,99703,30028272,1.950726421535399e-12,0.05603448275862069
ABL2,125,7,99703,30028272,2.518567677768529e-07,0.056
APCS,5987,335,99703,30028272,2.5430714250630097e-280,0.05595456823116753
PDCD1,233,13,99703,30028272,2.0596510323997407e-12,0.055793991416309016
CAMK2N1,18,1,99703,30028272,0.05810825740596239,0.05555555555555555
OTUD7B,18,1,99703,30028272,0.05810825740596239,0.05555555555555555
MLLT11,18,1,99703,30028272,0.05810825740596239,0.05555555555555555
LY75,18,1,99703,30028272,0.05810825740596239,0.05555555555555555
SP140,36,2,99703,30028272,0.006443500367640843,0.05555555555555555
D2HGDH,18,1,99703,30028272,0.05810825740596239,0.05555555555555555
PTPN23,18,1,99703,30028272,0.05810825740596239,0.05555555555555555
HEG1,18,1,99703,30028272,0.05810825740596239,0.05555555555555555
TFDP2,18,1,99703,30028272,0.05810825740596239,0.05555555555555555
RBM47,18,1,99703,30028272,0.05810825740596239,0.05555555555555555
BMP2K,18,1,99703,30028272,0.05810825740596239,0.05555555555555555
GAPT,18,1,99703,30028272,0.05810825740596239,0.05555555555555555
SNCAIP,18,1,99703,30028272,0.05810825740596239,0.05555555555555555
FARS2,18,1,99703,30028272,0.05810825740596239,0.05555555555555555
PXT1,18,1,99703,30028272,0.05810825740596239,0.05555555555555555
MYD88,6284,345,99703,30028272,7.140959324890318e-286,0.0549013367281986
IFI44,73,4,99703,30028272,0.00011017683622520556,0.0547945205479452
HIPK1,55,3,99703,30028272,0.0008439895010852866,0.05454545454545454
BIRC6,55,3,99703,30028272,0.0008439895010852866,0.05454545454545454
MAPK10,55,3,99703,30028272,0.0008439895010852866,0.05454545454545454
CDCA8,37,2,99703,30028272,0.00679676621712724,0.05405405405405406
CD1E,56,3,99703,30028272,0.0008895613917865381,0.05357142857142857
CD2,10145,535,99703,30028272,0.0,0.0527353376047314
SMIM1,19,1,99703,30028272,0.06123562646343777,0.05263157894736842
EXTL1,19,1,99703,30028272,0.06123562646343777,0.05263157894736842
LPHN2,19,1,99703,30028272,0.06123562646343777,0.05263157894736842
SH3GLB1,19,1,99703,30028272,0.06123562646343777,0.05263157894736842
BCAS2,19,1,99703,30028272,0.06123562646343777,0.05263157894736842
FLAD1,19,1,99703,30028272,0.06123562646343777,0.05263157894736842
PNPT1,19,1,99703,30028272,0.06123562646343777,0.05263157894736842
CNTN3,19,1,99703,30028272,0.06123562646343777,0.05263157894736842
UGT2B28,19,1,99703,30028272,0.06123562646343777,0.05263157894736842
PRDM8,19,1,99703,30028272,0.06123562646343777,0.05263157894736842
FNIP2,19,1,99703,30028272,0.06123562646343777,0.05263157894736842
DOK3,19,1,99703,30028272,0.06123562646343777,0.05263157894736842
ZKSCAN3,19,1,99703,30028272,0.06123562646343777,0.05263157894736842
MDFI,19,1,99703,30028272,0.06123562646343777,0.05263157894736842
CD164,76,4,99703,30028272,0.0001288457857035748,0.05263157894736842
SF3B1,495,26,99703,30028272,1.1527450721645494e-22,0.052525252525252523
BHLHE40,77,4,99703,30028272,0.00013554778650465797,0.05194805194805195
MLN,1871,97,99703,30028272,2.038281977075234e-79,0.0518439337252806
CD244,193,10,99703,30028272,1.4613769407434393e-09,0.05181347150259067
ID2,986,51,99703,30028272,1.5035838332268896e-42,0.05172413793103448
PIK3R1,407,21,99703,30028272,1.8952838909848798e-18,0.051597051597051594
SERBP1,39,2,99703,30028272,0.007529057844585297,0.05128205128205128
NFKBIL1,39,2,99703,30028272,0.007529057844585297,0.05128205128205128
GNAI2,59,3,99703,30028272,0.0010355414257517176,0.05084745762711865
ALDH9A1,20,1,99703,30028272,0.06435261180161995,0.05
ARID4B,20,1,99703,30028272,0.06435261180161995,0.05
TAF1B,20,1,99703,30028272,0.06435261180161995,0.05
PPP1CB,40,2,99703,30028272,0.00790796300444936,0.05
IL37,20,1,99703,30028272,0.06435261180161995,0.05
LRRC3B,20,1,99703,30028272,0.06435261180161995,0.05
GPM6A,40,2,99703,30028272,0.00790796300444936,0.05
ADAMTS6,20,1,99703,30028272,0.06435261180161995,0.05
ARHGAP26,40,2,99703,30028272,0.00790796300444936,0.05
TMEM30A,20,1,99703,30028272,0.06435261180161995,0.05
GFI1,285,14,99703,30028272,1.652210973941409e-12,0.04912280701754386
UBE2T,41,2,99703,30028272,0.008295292886145379,0.04878048780487805
ELK4,41,2,99703,30028272,0.008295292886145379,0.04878048780487805
VAX2,41,2,99703,30028272,0.008295292886145379,0.04878048780487805
AFF1,82,4,99703,30028272,0.00017289595037046915,0.04878048780487805
HLX,83,4,99703,30028272,0.00018117194566178124,0.04819277108433735
