target,target_count,target_and_keyphrase_count,keyphrase_count,database_count,p_value,target_and_keyphrase_ratio
SLC25A33,5,0,1707,30028272,1.0,0.0
TMEM201,1,0,1707,30028272,1.0,0.0
PIK3CD,134,0,1707,30028272,1.0,0.0
C1orf200,0,0,1707,30028272,1.0,0.0
RP11-558F24.4,0,0,1707,30028272,1.0,0.0
CLSTN1,16,0,1707,30028272,1.0,0.0
CTNNBIP1,27,0,1707,30028272,1.0,0.0
RP11-84A14.5,0,0,1707,30028272,1.0,0.0
LZIC,10,0,1707,30028272,1.0,0.0
NMNAT1,86,0,1707,30028272,1.0,0.0
RBP7,26,0,1707,30028272,1.0,0.0
UBE4B,55,0,1707,30028272,1.0,0.0
KIF1B,119,0,1707,30028272,1.0,0.0
PGD,3635,0,1707,30028272,1.0,0.0
RP4-736L20.3,0,0,1707,30028272,1.0,0.0
APITD1,4,0,1707,30028272,1.0,0.0
APITD1-CORT,0,0,1707,30028272,1.0,0.0
CORT,2826,0,1707,30028272,1.0,0.0
DFFA,95,0,1707,30028272,1.0,0.0
RP5-1113E3.3,0,0,1707,30028272,1.0,0.0
PEX14,125,0,1707,30028272,1.0,0.0
CASZ1,49,0,1707,30028272,1.0,0.0
RP4-734G22.3,0,0,1707,30028272,1.0,0.0
C1orf127,0,0,1707,30028272,1.0,0.0
TARDBP,378,0,1707,30028272,1.0,0.0
MASP2,156,0,1707,30028272,1.0,0.0
RP4-635E18.8,0,0,1707,30028272,1.0,0.0
EXOSC10,19,0,1707,30028272,1.0,0.0
RP4-635E18.7,1,0,1707,30028272,1.0,0.0
RP4-635E18.6,0,0,1707,30028272,1.0,0.0
MTOR-AS1,0,0,1707,30028272,1.0,0.0
ANGPTL7,26,0,1707,30028272,1.0,0.0
UBIAD1,61,0,1707,30028272,1.0,0.0
PTCHD2,8,0,1707,30028272,1.0,0.0
RP1-69M21.2,0,0,1707,30028272,1.0,0.0
FBXO2,16,0,1707,30028272,1.0,0.0
FBXO44,5,0,1707,30028272,1.0,0.0
FBXO6,18,0,1707,30028272,1.0,0.0
MAD2L2,51,0,1707,30028272,1.0,0.0
DRAXIN,25,0,1707,30028272,1.0,0.0
AGTRAP,23,0,1707,30028272,1.0,0.0
C1orf167,1,0,1707,30028272,1.0,0.0
RP11-56N19.5,0,0,1707,30028272,1.0,0.0
MTHFR,5756,0,1707,30028272,1.0,0.0
CLCN6,22,0,1707,30028272,1.0,0.0
NPPA-AS1,0,0,1707,30028272,1.0,0.0
NPPA,246,0,1707,30028272,1.0,0.0
NPPB,946,0,1707,30028272,1.0,0.0
KIAA2013,1,0,1707,30028272,1.0,0.0
PLOD1,60,0,1707,30028272,1.0,0.0
MFN2,866,0,1707,30028272,1.0,0.0
MIIP,30,0,1707,30028272,1.0,0.0
TNFRSF8,35,0,1707,30028272,1.0,0.0
TNFRSF1B,179,0,1707,30028272,1.0,0.0
VPS13D,9,0,1707,30028272,1.0,0.0
RP5-888M10.2,0,0,1707,30028272,1.0,0.0
DHRS3,40,0,1707,30028272,1.0,0.0
RP11-474O21.5,0,0,1707,30028272,1.0,0.0
AADACL4,0,0,1707,30028272,1.0,0.0
AADACL3,0,0,1707,30028272,1.0,0.0
C1orf158,0,0,1707,30028272,1.0,0.0
PRAMEF12,0,0,1707,30028272,1.0,0.0
PRAMEF1,0,0,1707,30028272,1.0,0.0
RP5-845O24.8,0,0,1707,30028272,1.0,0.0
